1,辋川,106.08476778911255
2,太白峰,89.08694592507015
3,渭亭,66.81520944380262
4,终南山,60.34390329158273
5,灞水,57.925521512458936
6,蓝田,50.00436744828356
7,渭水,35.37776350426024
8,沣水,33.2486805640314
9,春宫,26.726083777521044
10,紫阁峰,24.677424281461647
11,渼陂,22.57122718917288
12,皇子陂,22.27173648126754
13,黄山,22.27173648126754
14,京城,22.238486484935525
15,樊川,21.78347959965899
16,华清宫,17.943761373480385
17,汉陵,17.81738918501403
18,秦岭,17.724965818189567
19,浐水,17.5033802723942
20,商山,15.217953051501432
21,三殿,13.363041888760522
22,骊山,13.01578297980868
23,未央宫,12.707029766467745
24,素浐,11.28561359458644
25,华子冈,11.283600347080688
26,欹湖,11.283600347080688
27,灞陵,11.111628443237999
28,泾水,10.090551444082358
29,灞原,10.067205022756195
30,杜陵,9.387296331441775
31,白鹿原,8.908694592507015
32,白社,8.908694592507015
33,北里,8.908694592507015
34,大明宫,8.908694592507015
35,二华,8.908694592507015
36,凤凰台,8.908694592507015
37,秦原,8.908694592507015
38,太白山,8.908694592507015
39,天邑,8.908694592507015
40,悟真寺,7.9877634810763585
41,渭城,7.819877691786715
42,秦川,7.590864452483549
43,泾渭,7.557591755167884
44,北垞,7.522400231387125
45,浐州,7.522400231387125
46,丰县,7.522400231387125
47,宫槐陌,7.522400231387125
48,椒园,7.522400231387125
49,南垞,7.522400231387125
50,文杏馆,7.522400231387125
51,辛夷坞,7.522400231387125
52,大理,7.261159866552997
53,帝城,6.6669770659428
54,丹凤阙,6.455286609778385
55,鄠县,6.455286609778385
56,五陵,6.028957637564611
57,天禄阁,5.689818767638815
58,首阳山,5.016874294396389
59,灞亭,4.863401856591874
60,七盘,4.863401856591874
61,新丰,4.852030263919617
62,昭应,4.691926615072029
63,镐,4.514245437834576
64,雍州,4.514245437834576
65,八水,4.454347296253507
66,灞陵亭,4.454347296253507
67,白石滩,4.454347296253507
68,白卫,4.454347296253507
69,北山寺,4.454347296253507
70,北寺楼,4.454347296253507
71,北州,4.454347296253507
72,编码文本,4.454347296253507
73,沧池,4.454347296253507
74,城东王驸马亭,4.454347296253507
75,城西陂,4.454347296253507
76,春明楼,4.454347296253507
77,春台,4.454347296253507
78,春苑,4.454347296253507
79,嵯峨山,4.454347296253507
80,大罗宫,4.454347296253507
81,钓璜溪,4.454347296253507
82,东第,4.454347296253507
83,东陵侯,4.454347296253507
84,东岩,4.454347296253507
85,峒山,4.454347296253507
86,杜村,4.454347296253507
87,樊川别业,4.454347296253507
88,芳城,4.454347296253507
89,汾南,4.454347296253507
90,凤野,4.454347296253507
91,芙蓉苑,4.454347296253507
92,邽山,4.454347296253507
93,海县,4.454347296253507
94,函崤,4.454347296253507
95,汉丰,4.454347296253507
96,汉关,4.454347296253507
97,汉国,4.454347296253507
98,胡苑,4.454347296253507
99,华山云际寺,4.454347296253507
100,华岩寺楼,4.454347296253507
101,解县韩明府,4.454347296253507
102,金屑泉,4.454347296253507
103,晋山,4.454347296253507
104,荆岑,4.454347296253507
105,九城,4.454347296253507
106,九峰楼,4.454347296253507
107,九华楼,4.454347296253507
108,九重宫阙,4.454347296253507
109,君门,4.454347296253507
110,郡南山,4.454347296253507
111,昆明水,4.454347296253507
112,蓝田关,4.454347296253507
113,醴泉县,4.454347296253507
114,炼丹峰,4.454347296253507
115,临湖亭,4.454347296253507
116,龙界,4.454347296253507
117,龙渠,4.454347296253507
118,鹿原,4.454347296253507
119,落道,4.454347296253507
120,眉县界,4.454347296253507
121,孟城口,4.454347296253507
122,木兰柴,4.454347296253507
123,南川,4.454347296253507
124,齐东,4.454347296253507
125,秦祠,4.454347296253507
126,秦渠,4.454347296253507
127,秦野,4.454347296253507
128,秦州北山观,4.454347296253507
129,琴溪,4.454347296253507
130,三会寺,4.454347296253507
131,少华,4.454347296253507
132,少华甘露寺,4.454347296253507
133,水西寺,4.454347296253507
134,思茅,4.454347296253507
135,太乙宫,4.454347296253507
136,太乙坛,4.454347296253507
137,天都,4.454347296253507
138,王城,4.454347296253507
139,辋川别业,4.454347296253507
140,韦曲山寺,4.454347296253507
141,渭北寺,4.454347296253507
142,渭阳楼,4.454347296253507
143,武城寺,4.454347296253507
144,仙娥峰,4.454347296253507
145,咸阳道,4.454347296253507
146,谢娥,4.454347296253507
147,延兴门,4.454347296253507
148,嬴都,4.454347296253507
149,玉溪,4.454347296253507
150,御宿,4.454347296253507
151,岳北,4.454347296253507
152,长安慈恩寺塔,4.454347296253507
153,长乐观,4.454347296253507
154,长生殿,4.454347296253507
155,直城,4.454347296253507
156,中峰寺,4.454347296253507
157,中台,4.454347296253507
158,终南山白鹤观,4.454347296253507
159,皇州,4.3482058650681354
160,灞桥,4.303524406518924
161,北京,4.303524406518924
162,戏马,4.112904046910274
163,青龙寺,3.9565592409730743
164,皇居,3.778795877583942
165,覆盎门,3.7612001156935624
166,翰林院,3.7612001156935624
167,陇阪,3.7612001156935624
168,栾家濑,3.7612001156935624
169,孟城坳,3.7612001156935624
170,汧水,3.7612001156935624
171,汧阳,3.7612001156935624
172,桥陵,3.7612001156935624
173,崤函谷,3.7612001156935624
174,旭川,3.7612001156935624
175,茱萸沜,3.7612001156935624
176,平台,3.6305799332764983
177,龙沙,3.475531290747536
178,青门,3.4347343208019647
179,陂西,3.355735007585398
180,鹑野,3.355735007585398
181,定昆池,3.355735007585398
182,九陇,3.355735007585398
183,潏水,3.355735007585398
184,灵湫,3.355735007585398
185,五柞宫,3.355735007585398
186,长春宫,3.355735007585398
187,仙娥,3.127951076714686
