1,渭亭,120.2673769988447
2,辋川,103.82764507019526
3,太白峰,66.81520944380262
4,蓝田,45.65616158321542
5,终南山,44.060627800203264
6,灞水,41.70637548897043
7,高顶,40.08912566628157
8,黄山,35.63477837002806
9,紫阁峰,32.903232375282194
10,圣制,30.198166341741345
11,春宫,26.726083777521044
12,渭水,26.103980838094934
13,秦岭,21.66384711112058
14,京城,21.00301501355022
15,沣水,18.999246036589373
16,沣上,18.408317610801703
17,复道,17.81738918501403
18,青槐,17.81738918501403
19,温谷,17.81738918501403
20,三殿,17.81738918501403
21,山门,17.81738918501403
22,前山,17.81738918501403
23,白石滩,17.81738918501403
24,天色,17.81738918501403
25,别业四声,17.81738918501403
26,祓禊,16.33760969974424
27,浐水,16.044765249694684
28,渼陂,15.799859032421018
29,丹凤阙,15.062335422816233
30,北垞,15.04480046277425
31,灞原,13.422940030341593
32,朱城,13.363041888760522
33,风物,13.363041888760522
34,渭浦,13.363041888760522
35,远霭,13.363041888760522
36,山庄,13.363041888760522
37,御气,13.363041888760522
38,中峰,13.363041888760522
39,天河,13.363041888760522
40,萸,13.363041888760522
41,人境,13.363041888760522
42,道心,13.363041888760522
43,山月,13.363041888760522
44,金屑泉,13.363041888760522
45,前路,13.363041888760522
46,清川,13.363041888760522
47,火云,13.363041888760522
48,风日,13.363041888760522
49,汉陵,13.363041888760522
50,宸游,12.511804306858744
51,骊山,11.931134398157958
52,素浐,11.28561359458644
53,华子冈,11.283600347080688
54,文杏馆,11.283600347080688
55,欹湖,11.283600347080688
56,鄠县,10.75881101629731
57,商山,10.693696738892898
58,御筵,9.868774009710592
59,帝城,9.6300779841396
60,泾溪,9.204158805400851
61,八水,8.908694592507015
62,天邑,8.908694592507015
63,秦川路,8.908694592507015
64,行处,8.908694592507015
65,水殿,8.908694592507015
66,金方,8.908694592507015
67,交衢,8.908694592507015
68,上路,8.908694592507015
69,主第,8.908694592507015
70,北里,8.908694592507015
71,日边,8.908694592507015
72,阳景,8.908694592507015
73,南庄,8.908694592507015
74,凤凰台,8.908694592507015
75,仙藻,8.908694592507015
76,半岭,8.908694592507015
77,圣酒,8.908694592507015
78,官树,8.908694592507015
79,春台,8.908694592507015
80,青树,8.908694592507015
81,宸文,8.908694592507015
82,云天,8.908694592507015
83,桂尊,8.908694592507015
84,人生,8.908694592507015
85,微尚,8.908694592507015
86,南熏,8.908694592507015
87,汉阙,8.908694592507015
88,仙菊,8.908694592507015
89,天仗,8.908694592507015
90,丹萸,8.908694592507015
91,仙曲,8.908694592507015
92,四野,8.908694592507015
93,轻策,8.908694592507015
94,林端,8.908694592507015
95,寒原,8.908694592507015
96,白社,8.908694592507015
97,松路,8.908694592507015
98,夏木,8.908694592507015
99,木兰柴,8.908694592507015
100,柳浪,8.908694592507015
101,羽节,8.908694592507015
102,南岭,8.908694592507015
103,大明宫,8.908694592507015
104,上方,8.908694592507015
105,古路,8.908694592507015
106,诸天,8.908694592507015
107,云松,8.908694592507015
108,白鹿原,8.908694592507015
109,水国,8.908694592507015
110,高天,8.908694592507015
111,高林,8.908694592507015
112,密竹,8.908694592507015
113,此地,8.908694592507015
114,水声,8.908694592507015
115,北原,8.908694592507015
116,县郭,8.908694592507015
117,春云,8.908694592507015
118,蓝田关,8.908694592507015
119,赤日,8.908694592507015
120,水色,8.908694592507015
121,春藓,8.908694592507015
122,天书,8.908694592507015
123,仙井,8.908694592507015
124,田鹤,8.908694592507015
125,南陂,8.908694592507015
126,京关,8.908694592507015
127,众山,8.908694592507015
128,一路,8.908694592507015
129,远心,8.908694592507015
130,人烟,8.908694592507015
131,春流,8.908694592507015
132,云锦,8.908694592507015
133,太白山,8.908694592507015
134,门门,8.908694592507015
135,闲房,8.908694592507015
136,秋花,8.908694592507015
137,云深,8.908694592507015
138,人事,8.908694592507015
139,春原,8.908694592507015
140,禁苑祥光,8.908694592507015
141,九城,8.908694592507015
142,鼎气,8.908694592507015
143,短羽,8.908694592507015
144,川光,8.908694592507015
145,云门,8.908694592507015
146,石房,8.908694592507015
147,县楼,8.908694592507015
148,一望,8.908694592507015
149,云容,8.908694592507015
150,山林,8.8893027545904
151,奥区,8.534728151458221
152,泾水,8.408792870068632
153,华清宫,8.37375530762418
154,灞亭,8.105669760986459
155,悟真寺,7.9877634810763585
156,杜陵,7.599239887357627
157,泾渭,7.557591755167884
158,茱萸沜,7.522400231387125
159,栾家濑,7.522400231387125
160,辛夷坞,7.522400231387125
161,椒园,7.522400231387125
162,宫槐陌,7.522400231387125
163,南垞,7.522400231387125
164,蕨,7.522400231387125
165,长亭柳,7.522400231387125
166,浐州,7.522400231387125
167,石缝,7.522400231387125
168,未央宫,7.261159866552997
169,樊川,7.261159866552997
170,萸房,7.124717263721015
171,翠岭,7.124717263721015
172,崖口,6.771368156751865
173,专权,6.711470015170796
174,翠帟,6.711470015170796
175,灞陵,6.6669770659428
176,佳气,6.646196639977941
177,禁苑,6.59426540162179
178,温泉,6.318899487548114
179,宸居,6.255902153429372
180,渭城,6.255902153429372
181,步辇,6.169356070365412
182,比目,6.136105870267234
183,鸦黄,6.136105870267234
184,蒲关,6.136105870267234
185,翠旗,6.136105870267234
186,仙箓,6.136105870267234
187,绣岭,6.136105870267234
188,五陵,6.028957637564611
189,濑,5.908321939396522
190,温泉宫,5.908321939396522
191,汤池,5.689818767638815
192,娼家,5.689818767638815
193,天禄阁,5.689818767638815
194,绣柱,5.689818767638815
195,鸟路,5.689818767638815
196,潭深,5.689818767638815
197,澄陂,5.689818767638815
198,雉雊,5.689818767638815
