渭水,15.638463725840559
终南山,11.586049842578184
辋川,11.235009487094725
应制,10.087025933571732
灞水,9.826503134738306
蓝田,9.612198478644505
紫阁峰,6.672518262787941
云,5.8619468801959504
路,5.694143132138287
花,5.621905076074279
商山,5.269052051411735
水,5.212011282244866
树,5.070128101109212
骊山,4.93899521900861
山,4.789577435651904
风,4.60774864184692
雨,4.590055581380665
京城,4.415415136928616
秦岭,3.9674113624446496
雪,3.889247870473299
圣制,3.7207375103416482
杜陵,3.550919962552495
浐水,3.508218877941811
日,3.4738848938408955
白云,3.431996010032092
长安,3.364413060875168
沣水,3.3362591313939705
五陵,3.3137863176512625
帝城,3.2016210955884277
天,3.196975483540295
心,3.038451370248367
色,2.9372610784672735
丹凤阙,2.9192267399697243
北垞,2.8853900817779268
灞原,2.8853900817779268
蕨,2.8853900817779268
长亭柳,2.8853900817779268
浐州,2.8853900817779268
石缝,2.8853900817779268
青门,2.8497829230075076
林,2.829283575038535
山林,2.824529466628642
烟,2.818860962562147
祓禊,2.7960072055182534
酒,2.6936891231765046
地,2.66291950718025
渼陂,2.5848856114819854
月,2.580492803778029
石,2.4887556592771167
佳气,2.3886196504678847
宸游,2.3083120654223412
素浐,2.275598066567093
落日,2.26010393509349
门,2.244507391749331
竹,2.236563001571104
沣上,2.2156162384131304
华子冈,2.1640425613334453
文杏馆,2.1640425613334453
春风,2.1484016527793153
家,2.1346572016596608
诗,2.0688718194342623
灞陵,2.036733342252809
御筵,2.019773057244549
鄠县,1.9493562262564004
草,1.9201822014210579
雁,1.918824509201259
马,1.8894045280874439
柳,1.8855144518370857
奥区,1.8640048036788355
欹湖,1.8640048036788355
华清宫,1.8611080997239642
叶,1.857780876691917
青山,1.8474995204824813
苑,1.8212568272489023
翠帟,1.8204784532536746
茱萸沜,1.8204784532536746
栾家濑,1.8204784532536746
辛夷坞,1.8204784532536746
椒园,1.8204784532536746
城阙,1.8154095033320992
别业,1.773338279170907
谷口,1.7649915930327498
莺,1.7605675859592411
松,1.7433086690535915
泉,1.734183274899852
峰,1.7315664607119872
灞亭,1.7298812813059679
春色,1.7199476250597665
道,1.711600209639205
山河,1.7101519711295816
御沟,1.6954544693584352
泾水,1.6690410034766703
上苑,1.6213130912980174
半空,1.6213130912980174
影,1.612383718935393
事,1.604246211993047
村,1.6024932628160675
情,1.5815880990338675
兴,1.565518335205678
杨柳,1.5131047507909448
温泉,1.511223892510198
田,1.4996487263874538
落花,1.4965790308435991
鹤,1.4883137999920952
桃花,1.4865125381998627
溪,1.4491219099599015
岸,1.44634627399906
翠岭,1.4426950408889636
悟真寺,1.4426950408889636
路寝,1.4426950408889634
宏材,1.4426950408889634
灵命,1.4426950408889634
含态,1.4426950408889634
专权,1.4426950408889634
簪带,1.4426950408889634
修禊,1.4426950408889634
萸香,1.4426950408889634
千箱,1.4426950408889634
圆阙,1.4426950408889634
丰县,1.4426950408889634
从祀,1.4426950408889634
绛服,1.4426950408889634
彤阶,1.4426950408889634
崤函谷,1.4426950408889634
璧沼,1.4426950408889634
石椁,1.4426950408889634
仙筇,1.4426950408889634
玄灞,1.4426950408889634
布席,1.4426950408889634
菊英,1.4426950408889634
秬鬯,1.4426950408889634
恩煦,1.4426950408889634
倭堕髻,1.4426950408889634
岩薮,1.4426950408889634
香茅,1.4426950408889634
宫槐陌,1.4426950408889634
南垞,1.4426950408889634
濑声,1.4426950408889634
鸥凫,1.4426950408889634
六安,1.4426950408889634
寸眸,1.4426950408889634
霸水,1.4426950408889634
罹忧患,1.4426950408889634
累劫,1.4426950408889634
泠风,1.4426950408889634
佳夕,1.4426950408889634
沣涘,1.4426950408889634
兰馥,1.4426950408889634
滁城楼,1.4426950408889634
苍岑,1.4426950408889634
七层,1.4426950408889634
苍霭,1.4426950408889634
蒲关,1.4426950408889634
鹿群,1.4426950408889634
翠旗,1.4426950408889634
桥陵,1.4426950408889634
滢濙,1.4426950408889634
峻址,1.4426950408889634
岧亭,1.4426950408889634
暮途,1.4426950408889634
震电,1.4426950408889634
林湍,1.4426950408889634
仙箓,1.4426950408889634
旂处柳,1.4426950408889634
尘役,1.4426950408889634
堂陛,1.4426950408889634
圭组,1.4426950408889634
薄躯,1.4426950408889634
负檐,1.4426950408889634
芦帘,1.4426950408889634
畦中葵,1.4426950408889634
桑椹,1.4426950408889634
秧,1.4426950408889634
厩库,1.4426950408889634
光层宙,1.4426950408889634
葆,1.4426950408889634
荻塘,1.4426950408889634
霖霪,1.4426950408889634
荧光,1.4426950408889634
缭墙,1.4426950408889634
覆盎门,1.4426950408889634
荷沼,1.4426950408889634
轧鸦,1.4426950408889634
楸梧叶,1.4426950408889634
嫩条,1.4426950408889634
拂野桥,1.4426950408889634
蓝峰,1.4426950408889634
欢期,1.4426950408889634
垤蚁,1.4426950408889634
瓦瓶,1.4426950408889634
沃田,1.4426950408889634
冰棱,1.4426950408889634
小驷,1.4426950408889634
渔网,1.4426950408889634
岸莎,1.4426950408889634
锡庆,1.4426950408889634
迸流,1.4426950408889634
笈,1.4426950408889634
醅,1.4426950408889634
舷,1.4426950408889634
蕃帐,1.4426950408889634
柘,1.4426950408889634
旌斿,1.4426950408889634
谶语,1.4426950408889634
耕樵,1.4426950408889634
诸县,1.4426950408889634
条教,1.4426950408889634
碾石,1.4426950408889634
阿滥堆,1.4426950408889634
锦雉,1.4426950408889634
皂囊,1.4426950408889634
丰貂,1.4426950408889634
蛙蟆,1.4426950408889634
乱莺,1.4426950408889634
相位,1.4426950408889634
轩裘,1.4426950408889634
暄景,1.4426950408889634
